Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH8150,SCH0917,Math,Advanced,30,10
TCH8151,SCH0942,Social Studies,Basic,1,25
TCH8152,SCH0758,English,Basic,15,29
TCH8153,SCH0358,Math,Basic,18,20
TCH8154,SCH0725,English,Basic,8,29
TCH8155,SCH0276,English,Advanced,18,11
TCH8156,SCH0846,Science,Advanced,1,13
TCH8157,SCH0928,Social Studies,Advanced,11,26
TCH8158,SCH0275,Social Studies,Basic,19,28
TCH8159,SCH0133,English,Basic,18,29
TCH8160,SCH0323,Math,Advanced,7,28
TCH8161,SCH0212,Social Studies,Advanced,4,11
TCH8162,SCH0966,Math,Advanced,6,12
TCH8163,SCH0127,Science,Advanced,14,14
TCH8164,SCH0933,Nepali,Basic,19,28
TCH8165,SCH0815,Science,Basic,19,25
TCH8166,SCH0520,Nepali,Advanced,21,13
TCH8167,SCH0764,Nepali,Advanced,16,25
TCH8168,SCH0853,Science,Advanced,29,13
TCH8169,SCH0722,Science,Basic,7,27
TCH8170,SCH0668,Science,Advanced,25,13
TCH8171,SCH0423,English,Basic,18,22
TCH8172,SCH0226,Nepali,Advanced,30,13
TCH8173,SCH0246,Science,Basic,2,23
TCH8174,SCH0914,Nepali,Basic,5,27
TCH8175,SCH0945,Nepali,Advanced,5,12
TCH8176,SCH0208,Nepali,Basic,17,26
TCH8177,SCH0735,Nepali,Advanced,4,22
TCH8178,SCH0290,Science,Advanced,29,11
TCH8179,SCH0505,Social Studies,Basic,13,24
TCH8180,SCH0776,Nepali,Basic,8,20
TCH8181,SCH0360,Nepali,Advanced,12,23
TCH8182,SCH0609,Math,Basic,10,21
TCH8183,SCH0122,Nepali,Basic,9,27
TCH8184,SCH0640,Social Studies,Advanced,9,26
TCH8185,SCH0372,English,Basic,2,22
TCH8186,SCH0003,Math,Basic,13,24
TCH8187,SCH0911,Nepali,Basic,14,26
TCH8188,SCH0567,English,Basic,8,26
TCH8189,SCH0273,Math,Advanced,10,23
TCH8190,SCH0894,Social Studies,Basic,4,27
TCH8191,SCH0469,Nepali,Basic,13,21
TCH8192,SCH0705,English,Advanced,25,11
TCH8193,SCH0654,Nepali,Advanced,16,10
TCH8194,SCH0685,Nepali,Advanced,22,13
TCH8195,SCH0142,Social Studies,Advanced,5,13
TCH8196,SCH0715,English,Advanced,15,13
TCH8197,SCH0683,Social Studies,Basic,17,28
TCH8198,SCH0845,Science,Advanced,18,13
TCH8199,SCH0295,Social Studies,Basic,2,26
TCH8200,SCH0966,Nepali,Advanced,10,13
TCH8201,SCH0676,Social Studies,Basic,9,26
TCH8202,SCH0864,English,Basic,14,28
TCH8203,SCH0322,Social Studies,Basic,8,29
TCH8204,SCH0056,Science,Basic,6,28
TCH8205,SCH0797,Nepali,Basic,6,28
TCH8206,SCH0756,Math,Advanced,24,12
TCH8207,SCH0251,Nepali,Basic,14,26
TCH8208,SCH0418,Math,Basic,18,20
TCH8209,SCH0543,Nepali,Basic,1,26
TCH8210,SCH0638,Science,Advanced,7,14
TCH8211,SCH0708,Social Studies,Advanced,9,11
TCH8212,SCH0614,Nepali,Advanced,24,13
TCH8213,SCH0900,Math,Advanced,17,28
TCH8214,SCH0615,English,Basic,18,24
TCH8215,SCH0603,Social Studies,Basic,3,20
TCH8216,SCH0707,Social Studies,Advanced,8,29
TCH8217,SCH0350,Science,Basic,6,21
TCH8218,SCH0064,Math,Advanced,12,27
TCH8219,SCH0332,Social Studies,Basic,17,26
TCH8220,SCH0850,Math,Basic,15,21
TCH8221,SCH0410,Social Studies,Basic,8,28
TCH8222,SCH0253,Science,Basic,4,26
TCH8223,SCH0509,English,Basic,15,28
TCH8224,SCH0470,English,Basic,14,23
TCH8225,SCH0751,Math,Basic,13,20
TCH8226,SCH0070,Science,Basic,12,22
TCH8227,SCH0708,Social Studies,Advanced,29,12
TCH8228,SCH0096,English,Basic,9,24
TCH8229,SCH0106,Nepali,Basic,12,28
TCH8230,SCH0478,Social Studies,Advanced,19,20
TCH8231,SCH0725,Nepali,Basic,15,24
TCH8232,SCH0009,Math,Advanced,7,22
TCH8233,SCH0410,Science,Basic,9,24
TCH8234,SCH0374,Social Studies,Basic,7,25
TCH8235,SCH0374,Science,Basic,7,28
TCH8236,SCH0790,Nepali,Basic,15,21
TCH8237,SCH0289,Social Studies,Advanced,7,24
TCH8238,SCH0718,Math,Basic,8,22
TCH8239,SCH0187,Math,Basic,17,27
TCH8240,SCH0931,Science,Advanced,18,27
TCH8241,SCH0380,Social Studies,Advanced,2,21
TCH8242,SCH0684,Social Studies,Advanced,23,12
TCH8243,SCH0375,English,Advanced,27,11
TCH8244,SCH0808,Science,Basic,18,23
TCH8245,SCH0464,Nepali,Basic,1,29
TCH8246,SCH0832,Social Studies,Basic,13,21
TCH8247,SCH0398,Social Studies,Advanced,12,27
TCH8248,SCH0966,Nepali,Advanced,29,10
TCH8249,SCH0871,English,Advanced,23,13
TCH8250,SCH1000,Math,Advanced,9,21
TCH8251,SCH0974,Nepali,Advanced,27,10
TCH8252,SCH0117,English,Advanced,15,22
TCH8253,SCH0595,Nepali,Advanced,6,13
TCH8254,SCH0324,Science,Basic,10,27
TCH8255,SCH0973,Science,Basic,4,27
TCH8256,SCH0202,Science,Basic,2,23
TCH8257,SCH0995,Nepali,Basic,1,22
TCH8258,SCH0986,English,Advanced,11,25
TCH8259,SCH0984,Nepali,Advanced,1,10
TCH8260,SCH0935,Science,Advanced,10,26
TCH8261,SCH0379,Social Studies,Advanced,2,11
TCH8262,SCH0140,Nepali,Basic,11,23
TCH8263,SCH0415,Social Studies,Advanced,17,22
TCH8264,SCH0107,Science,Advanced,30,12
TCH8265,SCH0996,Math,Advanced,3,10
TCH8266,SCH0593,Nepali,Advanced,19,13
TCH8267,SCH0999,Nepali,Basic,8,27
TCH8268,SCH0603,Math,Basic,19,27
TCH8269,SCH0657,Social Studies,Advanced,8,23
TCH8270,SCH0965,Social Studies,Basic,4,27
TCH8271,SCH0913,Nepali,Basic,13,25
TCH8272,SCH0516,English,Basic,3,29
TCH8273,SCH0927,Nepali,Advanced,10,12
TCH8274,SCH0331,Nepali,Basic,16,25
TCH8275,SCH0961,Science,Basic,17,29
TCH8276,SCH0256,Science,Basic,3,22
TCH8277,SCH0640,Math,Advanced,13,23
TCH8278,SCH0068,Nepali,Advanced,28,11
TCH8279,SCH0379,English,Advanced,18,10
TCH8280,SCH0949,Science,Advanced,5,28
TCH8281,SCH0009,English,Basic,12,21
TCH8282,SCH0011,Science,Advanced,9,10
TCH8283,SCH0191,English,Basic,19,20
TCH8284,SCH0094,Social Studies,Advanced,5,28
TCH8285,SCH0610,English,Basic,4,29
TCH8286,SCH0239,English,Basic,4,28
TCH8287,SCH0919,Science,Basic,19,29
TCH8288,SCH0185,Social Studies,Basic,13,27
TCH8289,SCH0842,Social Studies,Basic,12,25
TCH8290,SCH0031,Science,Basic,16,21
TCH8291,SCH0176,Social Studies,Basic,2,27
TCH8292,SCH0652,Science,Basic,2,25
TCH8293,SCH0979,Nepali,Basic,12,29
TCH8294,SCH0725,Social Studies,Advanced,8,29
TCH8295,SCH0616,Nepali,Advanced,7,28
TCH8296,SCH0044,Nepali,Basic,10,28
TCH8297,SCH0952,English,Basic,5,22
TCH8298,SCH0053,Social Studies,Basic,15,20
TCH8299,SCH0976,Nepali,Basic,11,26
TCH8300,SCH0867,Science,Basic,18,24
TCH8301,SCH0614,Nepali,Advanced,9,14
TCH8302,SCH0231,Social Studies,Advanced,6,13
TCH8303,SCH0464,English,Basic,18,27
TCH8304,SCH0259,Math,Basic,1,24
TCH8305,SCH0789,Math,Advanced,26,11
TCH8306,SCH0199,Science,Advanced,6,29
TCH8307,SCH0626,Science,Advanced,1,22
TCH8308,SCH0447,Math,Basic,5,20
TCH8309,SCH0691,Nepali,Basic,10,29
TCH8310,SCH0378,Nepali,Basic,7,26
TCH8311,SCH0131,English,Advanced,7,23
TCH8312,SCH0228,Social Studies,Basic,16,21
TCH8313,SCH0002,English,Basic,19,23
TCH8314,SCH0289,Science,Basic,3,29
TCH8315,SCH0334,Science,Basic,8,21
TCH8316,SCH0046,English,Advanced,21,10
TCH8317,SCH0507,Social Studies,Advanced,19,25
TCH8318,SCH0154,Nepali,Advanced,11,24
TCH8319,SCH0780,English,Advanced,6,14
TCH8320,SCH0934,Science,Basic,14,20
TCH8321,SCH0734,Nepali,Advanced,15,24
TCH8322,SCH0194,English,Advanced,2,24
TCH8323,SCH0920,Science,Advanced,12,26
TCH8324,SCH0859,Math,Advanced,20,12
TCH8325,SCH0423,Math,Basic,12,26
TCH8326,SCH0378,Social Studies,Basic,13,21
TCH8327,SCH0777,Math,Basic,13,27
TCH8328,SCH0026,Math,Advanced,6,12
TCH8329,SCH0627,Science,Basic,11,27
TCH8330,SCH0812,English,Advanced,11,27
TCH8331,SCH0592,English,Basic,17,28
TCH8332,SCH0801,Social Studies,Basic,3,28
TCH8333,SCH0934,Social Studies,Basic,15,24
TCH8334,SCH0712,Science,Advanced,22,12
TCH8335,SCH0330,Social Studies,Advanced,2,12
TCH8336,SCH0939,Science,Advanced,18,11
TCH8337,SCH0844,Science,Advanced,11,26
TCH8338,SCH0178,Social Studies,Advanced,13,24
TCH8339,SCH0013,Science,Basic,5,23
TCH8340,SCH0355,English,Advanced,19,23
TCH8341,SCH0153,Science,Advanced,2,12
TCH8342,SCH0204,Math,Basic,13,26
TCH8343,SCH0791,Science,Basic,19,25
TCH8344,SCH0551,Social Studies,Advanced,18,13
TCH8345,SCH0603,Science,Basic,14,24
TCH8346,SCH0824,Social Studies,Basic,6,20
TCH8347,SCH0812,Social Studies,Basic,5,23
TCH8348,SCH0501,English,Advanced,24,14
TCH8349,SCH0719,English,Basic,13,27
TCH8350,SCH0670,Science,Basic,15,26
TCH8351,SCH0972,Science,Advanced,21,12
TCH8352,SCH0157,Science,Advanced,11,22
TCH8353,SCH0179,English,Basic,13,20
TCH8354,SCH0764,English,Basic,9,29
TCH8355,SCH0771,English,Advanced,5,21
TCH8356,SCH0413,Math,Basic,17,23
TCH8357,SCH0171,Math,Advanced,24,10
TCH8358,SCH0676,Nepali,Basic,5,24
TCH8359,SCH0941,Nepali,Advanced,19,12
TCH8360,SCH0296,Nepali,Advanced,14,21
TCH8361,SCH0253,Nepali,Advanced,6,22
TCH8362,SCH0872,Math,Advanced,19,23
TCH8363,SCH0713,Nepali,Basic,16,29
TCH8364,SCH0442,Science,Advanced,15,10
TCH8365,SCH0707,Social Studies,Basic,6,22
TCH8366,SCH0026,Social Studies,Advanced,13,12
TCH8367,SCH0679,Science,Basic,4,23
TCH8368,SCH0700,Math,Advanced,12,13
TCH8369,SCH0668,Math,Advanced,29,12
TCH8370,SCH0415,Science,Basic,18,20
TCH8371,SCH0857,Math,Basic,12,25
TCH8372,SCH0333,English,Advanced,5,13
TCH8373,SCH0401,Science,Advanced,25,10
TCH8374,SCH0804,Social Studies,Advanced,30,12
TCH8375,SCH0252,Math,Advanced,22,12
TCH8376,SCH0460,Social Studies,Basic,19,28
TCH8377,SCH0786,Nepali,Advanced,9,12
TCH8378,SCH0476,Social Studies,Advanced,14,25
TCH8379,SCH0269,Math,Basic,4,21
TCH8380,SCH0431,Social Studies,Basic,6,27
TCH8381,SCH0132,Nepali,Advanced,20,11
TCH8382,SCH0143,Science,Basic,12,20
TCH8383,SCH0696,Nepali,Basic,4,28
TCH8384,SCH0795,Science,Advanced,9,21
TCH8385,SCH0524,Math,Basic,17,20
TCH8386,SCH0336,Social Studies,Basic,5,27
TCH8387,SCH0849,Math,Advanced,14,21
TCH8388,SCH0804,Math,Advanced,4,12
TCH8389,SCH0839,Nepali,Basic,14,20
TCH8390,SCH0811,Social Studies,Basic,7,22
TCH8391,SCH0362,Social Studies,Advanced,1,14
TCH8392,SCH0226,Math,Advanced,16,12
TCH8393,SCH0277,Math,Basic,10,26
TCH8394,SCH0495,Social Studies,Basic,7,29
TCH8395,SCH0034,Nepali,Advanced,4,28
TCH8396,SCH0290,English,Advanced,26,10
TCH8397,SCH0993,Science,Basic,9,29
TCH8398,SCH0070,Nepali,Basic,13,21
TCH8399,SCH0548,Social Studies,Advanced,12,28
TCH8400,SCH0542,English,Advanced,19,11
TCH8401,SCH0586,English,Basic,4,28
TCH8402,SCH0958,Math,Advanced,7,10
TCH8403,SCH0297,Social Studies,Advanced,14,27
TCH8404,SCH0353,Social Studies,Advanced,8,12
TCH8405,SCH0510,Social Studies,Basic,1,26
TCH8406,SCH0677,Social Studies,Basic,6,29
TCH8407,SCH0313,Nepali,Advanced,13,20
TCH8408,SCH0689,Math,Basic,9,23
TCH8409,SCH0146,Nepali,Advanced,14,20
TCH8410,SCH0208,Social Studies,Basic,11,22
TCH8411,SCH0019,Social Studies,Advanced,12,20
TCH8412,SCH0249,English,Advanced,20,14
TCH8413,SCH0382,Social Studies,Advanced,1,23
TCH8414,SCH0533,Science,Basic,8,25
TCH8415,SCH0242,English,Advanced,1,29
TCH8416,SCH0669,Science,Advanced,8,24
TCH8417,SCH0810,Math,Basic,8,24
TCH8418,SCH0653,Math,Advanced,15,21
TCH8419,SCH0147,Nepali,Advanced,16,12
TCH8420,SCH0752,Science,Advanced,27,14
TCH8421,SCH0609,Math,Basic,13,21
TCH8422,SCH0220,English,Advanced,7,12
TCH8423,SCH0188,Science,Advanced,18,10
TCH8424,SCH0854,Math,Advanced,11,28
TCH8425,SCH0044,Math,Basic,16,22
TCH8426,SCH0774,Math,Advanced,3,10
TCH8427,SCH0756,Science,Advanced,6,10
TCH8428,SCH0941,Social Studies,Advanced,26,10
TCH8429,SCH0885,Nepali,Basic,14,21
TCH8430,SCH0144,English,Basic,14,21
TCH8431,SCH0370,Nepali,Advanced,4,23
TCH8432,SCH0332,English,Basic,9,23
TCH8433,SCH0696,Science,Basic,5,20
TCH8434,SCH0613,Nepali,Advanced,7,20
TCH8435,SCH0071,Social Studies,Basic,18,26
TCH8436,SCH0846,English,Advanced,11,13
TCH8437,SCH0209,Science,Basic,6,22
TCH8438,SCH0081,Science,Basic,1,23
TCH8439,SCH0596,Nepali,Basic,7,26
TCH8440,SCH0756,English,Advanced,17,13
TCH8441,SCH0361,Nepali,Advanced,8,25
TCH8442,SCH0939,Science,Advanced,28,14
TCH8443,SCH0113,Social Studies,Advanced,7,25
TCH8444,SCH0464,Science,Basic,3,20
TCH8445,SCH0571,Nepali,Basic,9,22
TCH8446,SCH0003,Science,Basic,14,21
TCH8447,SCH0449,English,Advanced,18,12
TCH8448,SCH0455,Social Studies,Advanced,12,14
TCH8449,SCH0398,Nepali,Basic,14,25
TCH8450,SCH0067,Science,Basic,1,22
TCH8451,SCH0611,Social Studies,Advanced,11,23
TCH8452,SCH0199,Science,Basic,10,27
TCH8453,SCH0542,Math,Advanced,13,13
TCH8454,SCH0191,Math,Advanced,9,27
TCH8455,SCH0471,Nepali,Advanced,9,22
TCH8456,SCH0803,Science,Basic,14,26
TCH8457,SCH0154,Math,Advanced,8,26
TCH8458,SCH0019,Nepali,Basic,10,21
TCH8459,SCH0088,Social Studies,Basic,1,20
TCH8460,SCH0257,Science,Basic,17,22
TCH8461,SCH0927,Social Studies,Advanced,7,10
TCH8462,SCH0598,Social Studies,Basic,12,23
TCH8463,SCH0125,Science,Advanced,7,13
TCH8464,SCH0725,Science,Advanced,18,24
TCH8465,SCH0031,Social Studies,Basic,19,23
TCH8466,SCH0058,Social Studies,Basic,11,22
TCH8467,SCH0213,English,Basic,4,28
TCH8468,SCH0231,English,Advanced,9,13
TCH8469,SCH0887,English,Advanced,11,21
TCH8470,SCH0141,Nepali,Advanced,26,12
TCH8471,SCH0687,English,Advanced,19,29
TCH8472,SCH0605,Science,Advanced,28,13
TCH8473,SCH0701,Science,Advanced,30,11
TCH8474,SCH0131,Social Studies,Basic,3,22
TCH8475,SCH0013,Math,Basic,10,20
TCH8476,SCH0857,Science,Basic,2,26
TCH8477,SCH0285,English,Advanced,2,22
TCH8478,SCH0357,English,Advanced,10,27
TCH8479,SCH0558,Math,Advanced,26,14
TCH8480,SCH0216,Nepali,Advanced,9,20
TCH8481,SCH0388,Nepali,Basic,6,26
TCH8482,SCH0556,English,Advanced,5,11
TCH8483,SCH0993,Nepali,Basic,9,20
TCH8484,SCH0858,Social Studies,Basic,17,24
TCH8485,SCH0520,Science,Advanced,23,13
TCH8486,SCH0562,Nepali,Advanced,15,12
TCH8487,SCH0577,English,Advanced,23,11
TCH8488,SCH0815,Science,Basic,14,20
TCH8489,SCH0363,Social Studies,Advanced,14,11
TCH8490,SCH0141,English,Advanced,5,14
TCH8491,SCH0449,Nepali,Advanced,30,11
TCH8492,SCH0726,English,Advanced,12,13
TCH8493,SCH0242,Science,Basic,12,24
TCH8494,SCH0343,Social Studies,Basic,12,20
TCH8495,SCH0730,Science,Advanced,6,11
TCH8496,SCH0950,English,Advanced,21,14
TCH8497,SCH0945,Math,Advanced,24,14
TCH8498,SCH0860,Science,Basic,13,25
TCH8499,SCH0932,Science,Advanced,19,26
TCH8500,SCH0432,Social Studies,Advanced,5,27
TCH8501,SCH0220,English,Advanced,30,13
TCH8502,SCH0557,Math,Advanced,15,20
TCH8503,SCH0300,Nepali,Advanced,10,25
TCH8504,SCH0657,Social Studies,Advanced,12,22
TCH8505,SCH0105,Nepali,Basic,14,22
TCH8506,SCH0249,Science,Advanced,19,14
TCH8507,SCH0358,Social Studies,Basic,6,28
TCH8508,SCH0409,Science,Basic,2,26
TCH8509,SCH0177,English,Advanced,23,13
TCH8510,SCH0758,Math,Advanced,9,26
TCH8511,SCH0231,Nepali,Advanced,19,12
TCH8512,SCH0326,Nepali,Basic,14,24
TCH8513,SCH0831,Nepali,Basic,7,22
TCH8514,SCH0919,Science,Basic,9,21
TCH8515,SCH0800,Nepali,Basic,17,28
TCH8516,SCH0371,Math,Advanced,30,10
TCH8517,SCH0585,English,Advanced,14,24
TCH8518,SCH0406,Math,Advanced,25,13
TCH8519,SCH0898,Social Studies,Basic,3,29
TCH8520,SCH0882,Science,Advanced,8,23
TCH8521,SCH0891,Science,Basic,5,27
TCH8522,SCH0113,English,Advanced,2,27
TCH8523,SCH0949,Science,Basic,1,23
TCH8524,SCH0128,English,Advanced,27,10
TCH8525,SCH0580,Social Studies,Basic,10,29
TCH8526,SCH0238,English,Basic,10,26
TCH8527,SCH0813,Social Studies,Advanced,14,20
TCH8528,SCH0956,Nepali,Advanced,7,22
TCH8529,SCH0710,Science,Advanced,9,26
TCH8530,SCH0108,English,Advanced,5,10
TCH8531,SCH0727,Math,Advanced,11,10
TCH8532,SCH0239,English,Basic,4,27
TCH8533,SCH0328,Science,Advanced,30,14
TCH8534,SCH0955,Science,Advanced,4,28
TCH8535,SCH0597,Math,Basic,2,25
TCH8536,SCH0483,English,Basic,13,26
TCH8537,SCH0202,Math,Advanced,11,22
TCH8538,SCH0729,Science,Advanced,19,12
TCH8539,SCH0708,Science,Advanced,29,14
TCH8540,SCH0918,Social Studies,Advanced,17,13
TCH8541,SCH0898,Science,Basic,2,27
TCH8542,SCH0034,Math,Basic,12,22
TCH8543,SCH0731,Science,Basic,10,23
TCH8544,SCH0162,Social Studies,Advanced,14,12
TCH8545,SCH0127,Social Studies,Advanced,4,13
TCH8546,SCH0321,Social Studies,Basic,6,24
TCH8547,SCH0949,Nepali,Basic,15,21
TCH8548,SCH0832,Science,Basic,10,21
TCH8549,SCH0483,Math,Basic,13,23
TCH8550,SCH0919,Math,Basic,18,26
TCH8551,SCH0401,Nepali,Advanced,5,12
TCH8552,SCH0038,English,Advanced,3,13
TCH8553,SCH0731,Nepali,Advanced,3,20
TCH8554,SCH0696,English,Basic,1,23
TCH8555,SCH0758,English,Basic,5,21
TCH8556,SCH0006,Math,Advanced,18,23
TCH8557,SCH0648,Science,Advanced,25,10
TCH8558,SCH0440,Social Studies,Advanced,18,25
TCH8559,SCH0643,Math,Basic,19,22
TCH8560,SCH0245,Science,Advanced,14,12
TCH8561,SCH0404,Nepali,Advanced,15,14
TCH8562,SCH0668,Nepali,Advanced,7,11
TCH8563,SCH0042,Math,Basic,6,26
TCH8564,SCH0676,Math,Basic,4,20
TCH8565,SCH0862,Science,Basic,8,28
TCH8566,SCH0395,Science,Advanced,4,13
TCH8567,SCH0324,Science,Basic,2,21
TCH8568,SCH0519,Nepali,Basic,5,26
TCH8569,SCH0467,Math,Advanced,22,10
TCH8570,SCH0148,Science,Advanced,19,13
TCH8571,SCH0836,English,Advanced,10,10
TCH8572,SCH0605,Science,Advanced,15,10
TCH8573,SCH0198,Nepali,Advanced,17,29
TCH8574,SCH0603,English,Basic,13,21
TCH8575,SCH0479,Social Studies,Basic,18,27
TCH8576,SCH0953,Social Studies,Basic,16,28
TCH8577,SCH0346,English,Advanced,16,23
TCH8578,SCH0757,English,Basic,5,24
TCH8579,SCH0129,Social Studies,Advanced,17,13
TCH8580,SCH0150,Math,Basic,19,26
TCH8581,SCH0072,Math,Advanced,8,14
TCH8582,SCH0237,Nepali,Basic,4,26
TCH8583,SCH0872,Math,Basic,11,29
TCH8584,SCH0276,Science,Advanced,2,14
TCH8585,SCH0412,Social Studies,Basic,1,26
TCH8586,SCH0918,Math,Advanced,16,13
TCH8587,SCH0310,Math,Advanced,13,21
TCH8588,SCH0110,Science,Advanced,3,10
TCH8589,SCH0279,Science,Basic,17,23
TCH8590,SCH0616,English,Basic,8,27
TCH8591,SCH0946,Social Studies,Basic,4,28
TCH8592,SCH0985,Science,Basic,9,27
TCH8593,SCH0546,Social Studies,Advanced,18,26
TCH8594,SCH0662,Social Studies,Advanced,30,10
TCH8595,SCH0791,Social Studies,Basic,19,28
TCH8596,SCH0822,Nepali,Advanced,5,26
TCH8597,SCH0706,Social Studies,Basic,13,29
TCH8598,SCH0078,Science,Advanced,4,13
TCH8599,SCH0003,Science,Basic,3,21
TCH8600,SCH0222,Science,Basic,19,23
TCH8601,SCH0698,English,Basic,10,26
TCH8602,SCH0047,Social Studies,Advanced,29,11
TCH8603,SCH0874,Nepali,Basic,2,23
TCH8604,SCH0841,Science,Basic,8,29
TCH8605,SCH0120,Math,Advanced,7,20
TCH8606,SCH0525,Math,Basic,7,29
TCH8607,SCH0079,Social Studies,Basic,8,22
TCH8608,SCH0684,Math,Advanced,27,10
TCH8609,SCH0804,Nepali,Advanced,14,11
TCH8610,SCH0872,English,Basic,14,27
TCH8611,SCH0705,Nepali,Advanced,23,13
TCH8612,SCH0301,Social Studies,Basic,7,22
TCH8613,SCH0499,Social Studies,Basic,10,20
TCH8614,SCH0956,Social Studies,Basic,3,28
TCH8615,SCH0331,Math,Advanced,2,23
TCH8616,SCH0435,English,Basic,12,25
TCH8617,SCH0117,Math,Advanced,9,20
TCH8618,SCH0092,Science,Advanced,16,20
TCH8619,SCH0359,Nepali,Basic,7,20
TCH8620,SCH0384,Nepali,Basic,4,26
TCH8621,SCH0523,Science,Basic,9,27
TCH8622,SCH0230,Science,Basic,12,29
TCH8623,SCH0538,Math,Advanced,23,13
TCH8624,SCH0275,Nepali,Advanced,6,22
TCH8625,SCH0721,Nepali,Basic,2,28
TCH8626,SCH0157,Social Studies,Basic,11,25
TCH8627,SCH0701,Social Studies,Advanced,29,11
TCH8628,SCH0483,Social Studies,Basic,4,23
TCH8629,SCH0275,Math,Basic,14,22
TCH8630,SCH0594,Science,Basic,3,29
TCH8631,SCH0633,Math,Advanced,14,12
TCH8632,SCH0444,English,Advanced,29,11
TCH8633,SCH0561,Math,Basic,11,26
TCH8634,SCH0115,Math,Advanced,3,28
TCH8635,SCH0936,English,Advanced,14,23
TCH8636,SCH0775,Social Studies,Basic,13,23
TCH8637,SCH0381,Science,Advanced,15,14
TCH8638,SCH0041,Math,Advanced,14,24
TCH8639,SCH0774,Social Studies,Advanced,6,11
TCH8640,SCH0078,Nepali,Advanced,20,14
TCH8641,SCH0698,English,Advanced,13,23
TCH8642,SCH0966,Science,Advanced,15,12
TCH8643,SCH0409,Social Studies,Basic,18,24
TCH8644,SCH0619,English,Basic,13,20
TCH8645,SCH0149,English,Basic,2,24
TCH8646,SCH0220,Science,Advanced,28,14
TCH8647,SCH0536,Science,Advanced,2,28
TCH8648,SCH0441,Science,Advanced,20,11
TCH8649,SCH0238,Nepali,Advanced,2,21
TCH8650,SCH0274,Social Studies,Advanced,13,24
TCH8651,SCH0357,Science,Advanced,12,26
TCH8652,SCH0576,Social Studies,Advanced,21,13
TCH8653,SCH0254,Nepali,Advanced,12,29
TCH8654,SCH0866,Social Studies,Basic,7,28
TCH8655,SCH0155,Nepali,Basic,8,26
TCH8656,SCH0447,English,Advanced,16,28
TCH8657,SCH0166,Nepali,Advanced,22,10
TCH8658,SCH0315,Science,Advanced,12,27
TCH8659,SCH0281,Math,Advanced,2,24
TCH8660,SCH0715,Math,Advanced,8,12
TCH8661,SCH0399,Social Studies,Advanced,15,12
TCH8662,SCH0130,Nepali,Advanced,1,12
TCH8663,SCH0660,Math,Advanced,7,25
TCH8664,SCH0334,Science,Basic,13,21
TCH8665,SCH0351,Social Studies,Advanced,19,28
TCH8666,SCH0080,Math,Basic,16,21
TCH8667,SCH0416,Science,Advanced,4,10
TCH8668,SCH0462,Nepali,Basic,11,25
TCH8669,SCH0746,Science,Basic,6,24
TCH8670,SCH0285,Nepali,Advanced,17,20
TCH8671,SCH0754,Math,Advanced,2,27
TCH8672,SCH0810,Social Studies,Basic,5,23
TCH8673,SCH0501,Social Studies,Advanced,10,14
TCH8674,SCH0639,Math,Advanced,5,25
TCH8675,SCH0161,Science,Basic,12,24
TCH8676,SCH0293,Science,Advanced,7,10
TCH8677,SCH0848,Math,Basic,4,20
TCH8678,SCH0602,Social Studies,Advanced,4,13
TCH8679,SCH0805,English,Advanced,18,11
TCH8680,SCH0189,Nepali,Advanced,12,10
TCH8681,SCH0304,English,Advanced,8,11
TCH8682,SCH0145,Science,Basic,6,27
TCH8683,SCH0512,Nepali,Advanced,12,25
TCH8684,SCH0569,Nepali,Basic,14,27
TCH8685,SCH0001,Social Studies,Advanced,11,25
TCH8686,SCH0120,English,Basic,14,25
TCH8687,SCH0967,Math,Advanced,24,14
TCH8688,SCH0644,Math,Basic,18,26
TCH8689,SCH0016,English,Basic,19,23
TCH8690,SCH0534,English,Advanced,16,29
TCH8691,SCH0470,Science,Basic,16,29
TCH8692,SCH0541,Social Studies,Advanced,15,12
TCH8693,SCH0067,English,Basic,2,27
TCH8694,SCH0576,Science,Advanced,12,13
TCH8695,SCH0842,English,Basic,14,28
TCH8696,SCH0853,Math,Advanced,21,11
TCH8697,SCH0225,Social Studies,Basic,9,29
TCH8698,SCH0230,English,Advanced,8,24
TCH8699,SCH0718,Nepali,Basic,11,23
TCH8700,SCH0697,Science,Advanced,15,24
TCH8701,SCH0140,Social Studies,Basic,10,29
TCH8702,SCH0696,Social Studies,Basic,15,28
TCH8703,SCH0871,Social Studies,Advanced,28,13
TCH8704,SCH0355,English,Basic,2,22
TCH8705,SCH0587,Nepali,Advanced,27,11
TCH8706,SCH0786,English,Advanced,28,13
TCH8707,SCH0517,Social Studies,Advanced,14,28
TCH8708,SCH0701,English,Advanced,15,13
TCH8709,SCH0002,English,Basic,7,29
TCH8710,SCH0450,Science,Basic,12,20
TCH8711,SCH0997,Science,Basic,12,23
TCH8712,SCH0793,Nepali,Advanced,16,13
TCH8713,SCH0773,English,Advanced,17,20
TCH8714,SCH0514,Nepali,Basic,2,20
TCH8715,SCH0968,Nepali,Advanced,18,27
TCH8716,SCH0526,Math,Advanced,1,14
TCH8717,SCH0055,Math,Basic,7,24
TCH8718,SCH0929,Math,Advanced,5,24
TCH8719,SCH0825,Math,Advanced,8,21
TCH8720,SCH0177,Science,Advanced,15,14
TCH8721,SCH0410,Math,Basic,16,27
